module,problem,config_name,result_file,status,objective_value,solution_Z,runtime_pipeline,runtime_total,changed_count,changed_param_path,changed_param,base_value,param_value,config_file
qaoa,milp1,"qaoa_gamma_values_[0.1,0.3]","output\param_comp\qaoa\qaoa_gamma_values_[0.1,0.3]__problem_milp_1.json",feasible,6325.0,6325.0,0.08932828903198242,0.08932828903198242,1,quantum_config.qaoa_config.gamma_values,gamma_values,"[0.2, 0.5]","[0.1, 0.3]","D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.1,0.3].json"
qaoa,milp1,"qaoa_gamma_values_[0.5,1.0]","output\param_comp\qaoa\qaoa_gamma_values_[0.5,1.0]__problem_milp_1.json",feasible,6325.0,6325.0,0.0939333438873291,0.0939333438873291,1,quantum_config.qaoa_config.gamma_values,gamma_values,"[0.2, 0.5]","[0.5, 1.0]","D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.5,1.0].json"
qaoa,milp1,qaoa_p_2,output\param_comp\qaoa\qaoa_p_2__problem_milp_1.json,feasible,6325.0,6325.0,0.08288311958312988,0.08288311958312988,1,quantum_config.qaoa_config.p,p,1,2,D:\codes\Python\CIC\config\qaoa\qaoa_p_2.json
qaoa,milp1,qaoa_shots_256,output\param_comp\qaoa\qaoa_shots_256__problem_milp_1.json,feasible,6325.0,6325.0,0.08728861808776855,0.08728861808776855,1,quantum_config.qaoa_config.shots,shots,128,256,D:\codes\Python\CIC\config\qaoa\qaoa_shots_256.json
qaoa,milp1,qaoa_shots_64,output\param_comp\qaoa\qaoa_shots_64__problem_milp_1.json,feasible,6325.0,6325.0,0.07516312599182129,0.07516312599182129,1,quantum_config.qaoa_config.shots,shots,128,64,D:\codes\Python\CIC\config\qaoa\qaoa_shots_64.json
qubo,milp1,qubo_elite_weight_0.5,output\param_comp\qubo\qubo_elite_weight_0.5__problem_milp_1.json,feasible,6325.0,6325.0,0.07599258422851562,0.07599258422851562,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_0.5.json
qubo,milp1,qubo_exploration_boost_0.5,output\param_comp\qubo\qubo_exploration_boost_0.5__problem_milp_1.json,feasible,6325.0,6325.0,0.06903648376464844,0.06903648376464844,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_0.5.json
qubo,milp1,qubo_hamming_penalty_1.5,output\param_comp\qubo\qubo_hamming_penalty_1.5__problem_milp_1.json,feasible,6325.0,6325.0,0.0827341079711914,0.0827341079711914,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_1.5.json
qubo,milp1,qubo_resource_penalty_10.0,output\param_comp\qubo\qubo_resource_penalty_10.0__problem_milp_1.json,feasible,6325.0,6325.0,0.10219740867614746,0.10219740867614746,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_10.0.json
qubo,milp1,qubo_tabu_penalty_5.0,output\param_comp\qubo\qubo_tabu_penalty_5.0__problem_milp_1.json,feasible,6325.0,6325.0,0.08868622779846191,0.08868622779846191,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_5.0.json
qubo,milp1,qubo_elite_weight_0.2,output\param_comp\qubo\qubo_elite_weight_0.2__problem_milp_1.json,feasible,6325.0,6325.0,0.07718038558959961,0.07718038558959961,1,quantum_config.qubo_config.elite_weight,elite_weight,0.5,0.2,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_0.2.json
qubo,milp1,qubo_elite_weight_1.0,output\param_comp\qubo\qubo_elite_weight_1.0__problem_milp_1.json,feasible,6325.0,6325.0,0.07445049285888672,0.07445049285888672,1,quantum_config.qubo_config.elite_weight,elite_weight,0.5,1,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_1.0.json
qubo,milp1,qubo_exploration_boost_0.2,output\param_comp\qubo\qubo_exploration_boost_0.2__problem_milp_1.json,feasible,6325.0,6325.0,0.0848548412322998,0.0848548412322998,1,quantum_config.qubo_config.exploration_boost,exploration_boost,0.5,0.2,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_0.2.json
qubo,milp1,qubo_exploration_boost_1.0,output\param_comp\qubo\qubo_exploration_boost_1.0__problem_milp_1.json,feasible,6325.0,6325.0,0.07702255249023438,0.07702255249023438,1,quantum_config.qubo_config.exploration_boost,exploration_boost,0.5,1,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_1.0.json
qubo,milp1,qubo_hamming_penalty_0.5,output\param_comp\qubo\qubo_hamming_penalty_0.5__problem_milp_1.json,feasible,6325.0,6325.0,0.0846099853515625,0.08561015129089355,1,quantum_config.qubo_config.hamming_penalty,hamming_penalty,1.5,0.5,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_0.5.json
qubo,milp1,qubo_hamming_penalty_3.0,output\param_comp\qubo\qubo_hamming_penalty_3.0__problem_milp_1.json,feasible,6325.0,6325.0,0.08718562126159668,0.08718562126159668,1,quantum_config.qubo_config.hamming_penalty,hamming_penalty,1.5,3,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_3.0.json
qubo,milp1,qubo_resource_penalty_20.0,output\param_comp\qubo\qubo_resource_penalty_20.0__problem_milp_1.json,feasible,6325.0,6325.0,0.09709978103637695,0.09709978103637695,1,quantum_config.qubo_config.resource_penalty,resource_penalty,10,20,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_20.0.json
qubo,milp1,qubo_resource_penalty_5.0,output\param_comp\qubo\qubo_resource_penalty_5.0__problem_milp_1.json,feasible,6325.0,6325.0,0.06871986389160156,0.06871986389160156,1,quantum_config.qubo_config.resource_penalty,resource_penalty,10,5,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_5.0.json
qubo,milp1,qubo_tabu_penalty_10.0,output\param_comp\qubo\qubo_tabu_penalty_10.0__problem_milp_1.json,feasible,6325.0,6325.0,0.08532285690307617,0.08532285690307617,1,quantum_config.qubo_config.tabu_penalty,tabu_penalty,5,10,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_10.0.json
qubo,milp1,qubo_tabu_penalty_2.0,output\param_comp\qubo\qubo_tabu_penalty_2.0__problem_milp_1.json,feasible,6325.0,6325.0,0.08912444114685059,0.08912444114685059,1,quantum_config.qubo_config.tabu_penalty,tabu_penalty,5,2,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_2.0.json
bias,milp2,bias_elite_reward_step_0.05,output\param_comp\bias\bias_elite_reward_step_0.05__problem_milp_2.json,feasible,19942.391304,19942.391304,0.25348567962646484,0.25348567962646484,0,,,,,D:\codes\Python\CIC\config\bias\bias_elite_reward_step_0.05.json
bias,milp2,bias_pair_penalty_step_0.15,output\param_comp\bias\bias_pair_penalty_step_0.15__problem_milp_2.json,feasible,19942.391304,19942.391304,0.23628759384155273,0.23628759384155273,0,,,,,D:\codes\Python\CIC\config\bias\bias_pair_penalty_step_0.15.json
bias,milp2,bias_penalty_step_0.2,output\param_comp\bias\bias_penalty_step_0.2__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2306513786315918,0.2306513786315918,0,,,,,D:\codes\Python\CIC\config\bias\bias_penalty_step_0.2.json
bias,milp2,bias_reward_step_0.1,output\param_comp\bias\bias_reward_step_0.1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.23246002197265625,0.23246002197265625,0,,,,,D:\codes\Python\CIC\config\bias\bias_reward_step_0.1.json
bias,milp2,bias_elite_reward_step_0.02,output\param_comp\bias\bias_elite_reward_step_0.02__problem_milp_2.json,feasible,19942.391304,19942.391304,0.28118014335632324,0.28118014335632324,1,iterative_config.bias_update_config.elite_reward_step,elite_reward_step,0.05,0.02,D:\codes\Python\CIC\config\bias\bias_elite_reward_step_0.02.json
bias,milp2,bias_elite_reward_step_0.1,output\param_comp\bias\bias_elite_reward_step_0.1__problem_milp_2.json,feasible,20084.103448,20084.103448,0.29694390296936035,0.29694390296936035,1,iterative_config.bias_update_config.elite_reward_step,elite_reward_step,0.05,0.1,D:\codes\Python\CIC\config\bias\bias_elite_reward_step_0.1.json
bias,milp2,bias_pair_penalty_step_0.1,output\param_comp\bias\bias_pair_penalty_step_0.1__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2685704231262207,0.2685704231262207,1,iterative_config.bias_update_config.pair_penalty_step,pair_penalty_step,0.15,0.1,D:\codes\Python\CIC\config\bias\bias_pair_penalty_step_0.1.json
bias,milp2,bias_pair_penalty_step_0.3,output\param_comp\bias\bias_pair_penalty_step_0.3__problem_milp_2.json,feasible,19942.391304,19942.391304,0.24277758598327637,0.24277758598327637,1,iterative_config.bias_update_config.pair_penalty_step,pair_penalty_step,0.15,0.3,D:\codes\Python\CIC\config\bias\bias_pair_penalty_step_0.3.json
bias,milp2,bias_penalty_step_0.1,output\param_comp\bias\bias_penalty_step_0.1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.24916958808898926,0.24916958808898926,1,iterative_config.bias_update_config.penalty_step,penalty_step,0.2,0.1,D:\codes\Python\CIC\config\bias\bias_penalty_step_0.1.json
bias,milp2,bias_penalty_step_0.3,output\param_comp\bias\bias_penalty_step_0.3__problem_milp_2.json,feasible,19942.391304,19942.391304,0.24181461334228516,0.24181461334228516,1,iterative_config.bias_update_config.penalty_step,penalty_step,0.2,0.3,D:\codes\Python\CIC\config\bias\bias_penalty_step_0.3.json
bias,milp2,bias_reward_step_0.05,output\param_comp\bias\bias_reward_step_0.05__problem_milp_2.json,feasible,19942.391304,19942.391304,0.22629356384277344,0.22629356384277344,1,iterative_config.bias_update_config.reward_step,reward_step,0.1,0.05,D:\codes\Python\CIC\config\bias\bias_reward_step_0.05.json
bias,milp2,bias_reward_step_0.2,output\param_comp\bias\bias_reward_step_0.2__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2466423511505127,0.2466423511505127,1,iterative_config.bias_update_config.reward_step,reward_step,0.1,0.2,D:\codes\Python\CIC\config\bias\bias_reward_step_0.2.json
candidate,milp2,candidate_far_bonus_0.02,output\param_comp\candidate\candidate_far_bonus_0.02__problem_milp_2.json,feasible,19942.391304,19942.391304,0.3281574249267578,0.3281574249267578,0,,,,,D:\codes\Python\CIC\config\candidate\candidate_far_bonus_0.02.json
candidate,milp2,candidate_min_far_candidates_2,output\param_comp\candidate\candidate_min_far_candidates_2__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2381289005279541,0.2381289005279541,0,,,,,D:\codes\Python\CIC\config\candidate\candidate_min_far_candidates_2.json
candidate,milp2,candidate_min_hamming_distance_2,output\param_comp\candidate\candidate_min_hamming_distance_2__problem_milp_2.json,feasible,20084.103448,20084.103448,0.24979186058044434,0.24979186058044434,0,,,,,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_2.json
candidate,milp2,candidate_objective_bonus_0.05,output\param_comp\candidate\candidate_objective_bonus_0.05__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2751288414001465,0.2751288414001465,0,,,,,D:\codes\Python\CIC\config\candidate\candidate_objective_bonus_0.05.json
candidate,milp2,candidate_top_k_8,output\param_comp\candidate\candidate_top_k_8__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2774372100830078,0.2774372100830078,0,,,,,D:\codes\Python\CIC\config\candidate\candidate_top_k_8.json
candidate,milp2,candidate_far_bonus_0.0,output\param_comp\candidate\candidate_far_bonus_0.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2555098533630371,0.2555098533630371,1,iterative_config.candidate_config.far_bonus,far_bonus,0.02,0,D:\codes\Python\CIC\config\candidate\candidate_far_bonus_0.0.json
candidate,milp2,candidate_far_bonus_0.05,output\param_comp\candidate\candidate_far_bonus_0.05__problem_milp_2.json,feasible,19942.391304,19942.391304,0.25580406188964844,0.25580406188964844,1,iterative_config.candidate_config.far_bonus,far_bonus,0.02,0.05,D:\codes\Python\CIC\config\candidate\candidate_far_bonus_0.05.json
candidate,milp2,candidate_min_far_candidates_1,output\param_comp\candidate\candidate_min_far_candidates_1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.24836945533752441,0.24836945533752441,1,iterative_config.candidate_config.min_far_candidates,min_far_candidates,2,1,D:\codes\Python\CIC\config\candidate\candidate_min_far_candidates_1.json
candidate,milp2,candidate_min_far_candidates_4,output\param_comp\candidate\candidate_min_far_candidates_4__problem_milp_2.json,feasible,19942.391304,19942.391304,0.252333402633667,0.252333402633667,1,iterative_config.candidate_config.min_far_candidates,min_far_candidates,2,4,D:\codes\Python\CIC\config\candidate\candidate_min_far_candidates_4.json
candidate,milp2,candidate_min_hamming_distance_1,output\param_comp\candidate\candidate_min_hamming_distance_1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.23312711715698242,0.23312711715698242,1,iterative_config.candidate_config.min_hamming_distance,min_hamming_distance,2,1,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_1.json
candidate,milp2,candidate_min_hamming_distance_3,output\param_comp\candidate\candidate_min_hamming_distance_3__problem_milp_2.json,feasible,19942.391304,19942.391304,0.24143171310424805,0.24143171310424805,1,iterative_config.candidate_config.min_hamming_distance,min_hamming_distance,2,3,D:\codes\Python\CIC\config\candidate\candidate_min_hamming_distance_3.json
candidate,milp2,candidate_objective_bonus_0.01,output\param_comp\candidate\candidate_objective_bonus_0.01__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2534489631652832,0.2534489631652832,1,iterative_config.candidate_config.objective_bonus,objective_bonus,0.05,0.01,D:\codes\Python\CIC\config\candidate\candidate_objective_bonus_0.01.json
candidate,milp2,candidate_objective_bonus_0.1,output\param_comp\candidate\candidate_objective_bonus_0.1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2781815528869629,0.2781815528869629,1,iterative_config.candidate_config.objective_bonus,objective_bonus,0.05,0.1,D:\codes\Python\CIC\config\candidate\candidate_objective_bonus_0.1.json
candidate,milp2,candidate_top_k_12,output\param_comp\candidate\candidate_top_k_12__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2599802017211914,0.2599802017211914,1,iterative_config.candidate_config.top_k,top_k,8,12,D:\codes\Python\CIC\config\candidate\candidate_top_k_12.json
candidate,milp2,candidate_top_k_4,output\param_comp\candidate\candidate_top_k_4__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2886836528778076,0.2886836528778076,1,iterative_config.candidate_config.top_k,top_k,8,4,D:\codes\Python\CIC\config\candidate\candidate_top_k_4.json
local,milp2,local_max_iter_20,output\param_comp\local\local_max_iter_20__problem_milp_2.json,feasible,19942.391304,19942.391304,0.24520277976989746,0.24520277976989746,0,,,,,D:\codes\Python\CIC\config\local\local_max_iter_20.json
local,milp2,local_max_start_points_3,output\param_comp\local\local_max_start_points_3__problem_milp_2.json,feasible,20084.103448,20084.103448,0.26309728622436523,0.26309728622436523,0,,,,,D:\codes\Python\CIC\config\local\local_max_start_points_3.json
local,milp2,local_max_iter_10,output\param_comp\local\local_max_iter_10__problem_milp_2.json,feasible,20084.103448,20084.103448,0.29922032356262207,0.29922032356262207,1,iterative_config.local_refine_config.max_iter,max_iter,20,10,D:\codes\Python\CIC\config\local\local_max_iter_10.json
local,milp2,local_max_iter_50,output\param_comp\local\local_max_iter_50__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2429037094116211,0.2429037094116211,1,iterative_config.local_refine_config.max_iter,max_iter,20,50,D:\codes\Python\CIC\config\local\local_max_iter_50.json
local,milp2,local_max_start_points_1,output\param_comp\local\local_max_start_points_1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.260329008102417,0.260329008102417,1,iterative_config.local_refine_config.max_start_points,max_start_points,3,1,D:\codes\Python\CIC\config\local\local_max_start_points_1.json
local,milp2,local_max_start_points_5,output\param_comp\local\local_max_start_points_5__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2602365016937256,0.2602365016937256,1,iterative_config.local_refine_config.max_start_points,max_start_points,3,5,D:\codes\Python\CIC\config\local\local_max_start_points_5.json
qaoa,milp2,"qaoa_beta_values_[0.2,0.5]","output\param_comp\qaoa\qaoa_beta_values_[0.2,0.5]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.25189852714538574,0.25189852714538574,0,,,,,"D:\codes\Python\CIC\config\qaoa\qaoa_beta_values_[0.2,0.5].json"
qaoa,milp2,"qaoa_gamma_values_[0.2,0.5]","output\param_comp\qaoa\qaoa_gamma_values_[0.2,0.5]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.2370913028717041,0.2370913028717041,0,,,,,"D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.2,0.5].json"
qaoa,milp2,qaoa_p_1,output\param_comp\qaoa\qaoa_p_1__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2722611427307129,0.2722611427307129,0,,,,,D:\codes\Python\CIC\config\qaoa\qaoa_p_1.json
qaoa,milp2,qaoa_shots_128,output\param_comp\qaoa\qaoa_shots_128__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2869234085083008,0.2869234085083008,0,,,,,D:\codes\Python\CIC\config\qaoa\qaoa_shots_128.json
qaoa,milp2,"qaoa_beta_values_[0.1,0.3]","output\param_comp\qaoa\qaoa_beta_values_[0.1,0.3]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.23593711853027344,0.23593711853027344,1,quantum_config.qaoa_config.beta_values,beta_values,"[0.2, 0.5]","[0.1, 0.3]","D:\codes\Python\CIC\config\qaoa\qaoa_beta_values_[0.1,0.3].json"
qaoa,milp2,"qaoa_beta_values_[0.5,1.0]","output\param_comp\qaoa\qaoa_beta_values_[0.5,1.0]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.2807798385620117,0.2807798385620117,1,quantum_config.qaoa_config.beta_values,beta_values,"[0.2, 0.5]","[0.5, 1.0]","D:\codes\Python\CIC\config\qaoa\qaoa_beta_values_[0.5,1.0].json"
qaoa,milp2,"qaoa_gamma_values_[0.1,0.3]","output\param_comp\qaoa\qaoa_gamma_values_[0.1,0.3]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.3622245788574219,0.3622245788574219,1,quantum_config.qaoa_config.gamma_values,gamma_values,"[0.2, 0.5]","[0.1, 0.3]","D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.1,0.3].json"
qaoa,milp2,"qaoa_gamma_values_[0.5,1.0]","output\param_comp\qaoa\qaoa_gamma_values_[0.5,1.0]__problem_milp_2.json",feasible,19942.391304,19942.391304,0.2764902114868164,0.2764902114868164,1,quantum_config.qaoa_config.gamma_values,gamma_values,"[0.2, 0.5]","[0.5, 1.0]","D:\codes\Python\CIC\config\qaoa\qaoa_gamma_values_[0.5,1.0].json"
qaoa,milp2,qaoa_p_2,output\param_comp\qaoa\qaoa_p_2__problem_milp_2.json,feasible,19942.391304,19942.391304,0.34627795219421387,0.34627795219421387,1,quantum_config.qaoa_config.p,p,1,2,D:\codes\Python\CIC\config\qaoa\qaoa_p_2.json
qaoa,milp2,qaoa_shots_256,output\param_comp\qaoa\qaoa_shots_256__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2948923110961914,0.2948923110961914,1,quantum_config.qaoa_config.shots,shots,128,256,D:\codes\Python\CIC\config\qaoa\qaoa_shots_256.json
qaoa,milp2,qaoa_shots_64,output\param_comp\qaoa\qaoa_shots_64__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2439711093902588,0.2439711093902588,1,quantum_config.qaoa_config.shots,shots,128,64,D:\codes\Python\CIC\config\qaoa\qaoa_shots_64.json
qubo,milp2,qubo_elite_weight_0.5,output\param_comp\qubo\qubo_elite_weight_0.5__problem_milp_2.json,feasible,19942.391304,19942.391304,0.24805426597595215,0.24805426597595215,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_0.5.json
qubo,milp2,qubo_exploration_boost_0.5,output\param_comp\qubo\qubo_exploration_boost_0.5__problem_milp_2.json,feasible,19942.391304,19942.391304,0.23847699165344238,0.23847699165344238,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_0.5.json
qubo,milp2,qubo_hamming_penalty_1.5,output\param_comp\qubo\qubo_hamming_penalty_1.5__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2848691940307617,0.2848691940307617,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_1.5.json
qubo,milp2,qubo_resource_penalty_10.0,output\param_comp\qubo\qubo_resource_penalty_10.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2747032642364502,0.2747032642364502,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_10.0.json
qubo,milp2,qubo_tabu_penalty_5.0,output\param_comp\qubo\qubo_tabu_penalty_5.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.29419922828674316,0.29419922828674316,0,,,,,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_5.0.json
qubo,milp2,qubo_elite_weight_0.2,output\param_comp\qubo\qubo_elite_weight_0.2__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2522318363189697,0.2522318363189697,1,quantum_config.qubo_config.elite_weight,elite_weight,0.5,0.2,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_0.2.json
qubo,milp2,qubo_elite_weight_1.0,output\param_comp\qubo\qubo_elite_weight_1.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.25106143951416016,0.25106143951416016,1,quantum_config.qubo_config.elite_weight,elite_weight,0.5,1,D:\codes\Python\CIC\config\qubo\qubo_elite_weight_1.0.json
qubo,milp2,qubo_exploration_boost_0.2,output\param_comp\qubo\qubo_exploration_boost_0.2__problem_milp_2.json,feasible,19942.391304,19942.391304,0.29731321334838867,0.29731321334838867,1,quantum_config.qubo_config.exploration_boost,exploration_boost,0.5,0.2,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_0.2.json
qubo,milp2,qubo_exploration_boost_1.0,output\param_comp\qubo\qubo_exploration_boost_1.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.26769304275512695,0.26769304275512695,1,quantum_config.qubo_config.exploration_boost,exploration_boost,0.5,1,D:\codes\Python\CIC\config\qubo\qubo_exploration_boost_1.0.json
qubo,milp2,qubo_hamming_penalty_0.5,output\param_comp\qubo\qubo_hamming_penalty_0.5__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2940492630004883,0.2940492630004883,1,quantum_config.qubo_config.hamming_penalty,hamming_penalty,1.5,0.5,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_0.5.json
qubo,milp2,qubo_hamming_penalty_3.0,output\param_comp\qubo\qubo_hamming_penalty_3.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.30117106437683105,0.30117106437683105,1,quantum_config.qubo_config.hamming_penalty,hamming_penalty,1.5,3,D:\codes\Python\CIC\config\qubo\qubo_hamming_penalty_3.0.json
qubo,milp2,qubo_resource_penalty_20.0,output\param_comp\qubo\qubo_resource_penalty_20.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.28000879287719727,0.28000879287719727,1,quantum_config.qubo_config.resource_penalty,resource_penalty,10,20,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_20.0.json
qubo,milp2,qubo_resource_penalty_5.0,output\param_comp\qubo\qubo_resource_penalty_5.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.2819943428039551,0.2819943428039551,1,quantum_config.qubo_config.resource_penalty,resource_penalty,10,5,D:\codes\Python\CIC\config\qubo\qubo_resource_penalty_5.0.json
qubo,milp2,qubo_tabu_penalty_10.0,output\param_comp\qubo\qubo_tabu_penalty_10.0__problem_milp_2.json,feasible,20084.103448,20084.103448,0.2880265712738037,0.2880265712738037,1,quantum_config.qubo_config.tabu_penalty,tabu_penalty,5,10,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_10.0.json
qubo,milp2,qubo_tabu_penalty_2.0,output\param_comp\qubo\qubo_tabu_penalty_2.0__problem_milp_2.json,feasible,19942.391304,19942.391304,0.29051947593688965,0.29051947593688965,1,quantum_config.qubo_config.tabu_penalty,tabu_penalty,5,2,D:\codes\Python\CIC\config\qubo\qubo_tabu_penalty_2.0.json
